B086KXNGKY,1
B0787P86ZZ,0
B00NOY3JPC,0
B0785VMVF4,0
B086KY66PJ,0
B07611Y7N7,0
B07JW8WZ7Z,0
B00VTV7O2Q,0
B0734DB457,0
B08F2NNTJ4,0
B0C5S2JBXZ,0
B071DVQLT2,0
B07775QYLL,0
B077XM3DV5,0
B00KRYLKH6,0
B08XTWF6DH,0
B0CHN52259,0
B0BHX6W3SJ,0
B06WVFR6ZY,0
B0BPDZ61XX,0
B00KBZOTKQ,0
B07DRN7QQD,0
B0828MV4QR,0
B09T5ZZC4X,0
B071WY2Q29,0
B09S6X25PC,0
B07M61KYWL,0
B005SN5J28,0
B078L9XPC2,0
B0CYC8XHTH,0
B079HG6Z1S,0
B07WWQ2X1P,0
B08PKBDHWR,0
B0BPYCHYP9,0
B07TFRQWGV,0
B0C94V5CT8,0
B0793FPC5M,0
B07XR2TTFQ,0
B00VTV9NFM,0
B09T3SFNRZ,0
B00URENVUK,0
B094669VBC,0
B01EKB6I00,0
B07M987YPG,0
B072R6TM6M,0
B07682FRBZ,0
B079B6FN8V,0
